Municipios;Distritos;Secciones;Indicadores demográficos;Periodo;Total
28079 Madrid;2807902 Madrid distrito 02;2807902020 Madrid sección 02020;Porcentaje de población española;2022;91,9
28079 Madrid;2807902 Madrid distrito 02;2807902021 Madrid sección 02021;Edad media de la población;2022;45,6
28079 Madrid;2807902 Madrid distrito 02;2807902021 Madrid sección 02021;Porcentaje de población menor de 18 años;2022;11,1
28079 Madrid;2807902 Madrid distrito 02;2807902021 Madrid sección 02021;Porcentaje de población de 65 y más años;2022;21,9
28079 Madrid;2807902 Madrid distrito 02;2807902021 Madrid sección 02021;Población;2022;1.063
28079 Madrid;2807902 Madrid distrito 02;2807902021 Madrid sección 02021;Porcentaje de población española;2022;89,6
28079 Madrid;2807902 Madrid distrito 02;2807902022 Madrid sección 02022;Edad media de la población;2022;43,9
28079 Madrid;2807902 Madrid distrito 02;2807902022 Madrid sección 02022;Porcentaje de población menor de 18 años;2022;11,7
28079 Madrid;2807902 Madrid distrito 02;2807902022 Madrid sección 02022;Porcentaje de población de 65 y más años;2022;18,4
28079 Madrid;2807902 Madrid distrito 02;2807902022 Madrid sección 02022;Población;2022;1.037
28079 Madrid;2807902 Madrid distrito 02;2807902022 Madrid sección 02022;Porcentaje de población española;2022;78,3
28079 Madrid;2807902 Madrid distrito 02;2807902023 Madrid sección 02023;Edad media de la población;2022;46,3
28079 Madrid;2807902 Madrid distrito 02;2807902023 Madrid sección 02023;Porcentaje de población menor de 18 años;2022;10
28079 Madrid;2807902 Madrid distrito 02;2807902023 Madrid sección 02023;Porcentaje de población de 65 y más años;2022;23
28079 Madrid;2807902 Madrid distrito 02;2807902023 Madrid sección 02023;Población;2022;1.181
28079 Madrid;2807902 Madrid distrito 02;2807902023 Madrid sección 02023;Porcentaje de población española;2022;86,4
28079 Madrid;2807902 Madrid distrito 02;2807902024 Madrid sección 02024;Edad media de la población;2022;47,6
28079 Madrid;2807902 Madrid distrito 02;2807902024 Madrid sección 02024;Porcentaje de población menor de 18 años;2022;10
28079 Madrid;2807902 Madrid distrito 02;2807902024 Madrid sección 02024;Porcentaje de población de 65 y más años;2022;23,6
28079 Madrid;2807902 Madrid distrito 02;2807902024 Madrid sección 02024;Población;2022;1.629
28079 Madrid;2807902 Madrid distrito 02;2807902024 Madrid sección 02024;Porcentaje de población española;2022;89,6
28079 Madrid;2807902 Madrid distrito 02;2807902025 Madrid sección 02025;Edad media de la población;2022;44,1
28079 Madrid;2807902 Madrid distrito 02;2807902025 Madrid sección 02025;Porcentaje de población menor de 18 años;2022;13
28079 Madrid;2807902 Madrid distrito 02;2807902025 Madrid sección 02025;Porcentaje de población de 65 y más años;2022;22,7
28079 Madrid;2807902 Madrid distrito 02;2807902025 Madrid sección 02025;Población;2022;807
28079 Madrid;2807902 Madrid distrito 02;2807902025 Madrid sección 02025;Porcentaje de población española;2022;80,1
28079 Madrid;2807902 Madrid distrito 02;2807902026 Madrid sección 02026;Edad media de la población;2022;48
28079 Madrid;2807902 Madrid distrito 02;2807902026 Madrid sección 02026;Porcentaje de población menor de 18 años;2022;9,4
28079 Madrid;2807902 Madrid distrito 02;2807902026 Madrid sección 02026;Porcentaje de población de 65 y más años;2022;27,4
28079 Madrid;2807902 Madrid distrito 02;2807902026 Madrid sección 02026;Población;2022;1.305
28079 Madrid;2807902 Madrid distrito 02;2807902026 Madrid sección 02026;Porcentaje de población española;2022;89,7
28079 Madrid;2807902 Madrid distrito 02;2807902027 Madrid sección 02027;Edad media de la población;2022;49,5
28079 Madrid;2807902 Madrid distrito 02;2807902027 Madrid sección 02027;Porcentaje de población menor de 18 años;2022;9,3
28079 Madrid;2807902 Madrid distrito 02;2807902027 Madrid sección 02027;Porcentaje de población de 65 y más años;2022;32,8
28079 Madrid;2807902 Madrid distrito 02;2807902027 Madrid sección 02027;Población;2022;967
28079 Madrid;2807902 Madrid distrito 02;2807902027 Madrid sección 02027;Porcentaje de población española;2022;92,2
28079 Madrid;2807902 Madrid distrito 02;2807902028 Madrid sección 02028;Edad media de la población;2022;44
28079 Madrid;2807902 Madrid distrito 02;2807902028 Madrid sección 02028;Porcentaje de población menor de 18 años;2022;6,8
28079 Madrid;2807902 Madrid distrito 02;2807902028 Madrid sección 02028;Porcentaje de población de 65 y más años;2022;16,1
28079 Madrid;2807902 Madrid distrito 02;2807902028 Madrid sección 02028;Población;2022;913
28079 Madrid;2807902 Madrid distrito 02;2807902028 Madrid sección 02028;Porcentaje de población española;2022;72,4
28079 Madrid;2807902 Madrid distrito 02;2807902029 Madrid sección 02029;Edad media de la población;2022;42,2
28079 Madrid;2807902 Madrid distrito 02;2807902029 Madrid sección 02029;Porcentaje de población menor de 18 años;2022;8,3
28079 Madrid;2807902 Madrid distrito 02;2807902029 Madrid sección 02029;Porcentaje de población de 65 y más años;2022;14,1
28079 Madrid;2807902 Madrid distrito 02;2807902029 Madrid sección 02029;Población;2022;736
28079 Madrid;2807902 Madrid distrito 02;2807902029 Madrid sección 02029;Porcentaje de población española;2022;77,3
28079 Madrid;2807902 Madrid distrito 02;2807902030 Madrid sección 02030;Edad media de la población;2022;49
28079 Madrid;2807902 Madrid distrito 02;2807902030 Madrid sección 02030;Porcentaje de población menor de 18 años;2022;11,3
28079 Madrid;2807902 Madrid distrito 02;2807902030 Madrid sección 02030;Porcentaje de población de 65 y más años;2022;29,7
28079 Madrid;2807902 Madrid distrito 02;2807902030 Madrid sección 02030;Población;2022;1.262
28079 Madrid;2807902 Madrid distrito 02;2807902030 Madrid sección 02030;Porcentaje de población española;2022;93,7
28079 Madrid;2807902 Madrid distrito 02;2807902031 Madrid sección 02031;Edad media de la población;2022;50,3
28079 Madrid;2807902 Madrid distrito 02;2807902031 Madrid sección 02031;Porcentaje de población menor de 18 años;2022;9,5
28079 Madrid;2807902 Madrid distrito 02;2807902031 Madrid sección 02031;Porcentaje de población de 65 y más años;2022;35,6
28079 Madrid;2807902 Madrid distrito 02;2807902031 Madrid sección 02031;Población;2022;1.096
28079 Madrid;2807902 Madrid distrito 02;2807902031 Madrid sección 02031;Porcentaje de población española;2022;95,8
28079 Madrid;2807902 Madrid distrito 02;2807902032 Madrid sección 02032;Edad media de la población;2022;48,5
28079 Madrid;2807902 Madrid distrito 02;2807902032 Madrid sección 02032;Porcentaje de población menor de 18 años;2022;11,2
28079 Madrid;2807902 Madrid distrito 02;2807902032 Madrid sección 02032;Porcentaje de población de 65 y más años;2022;29,9
28079 Madrid;2807902 Madrid distrito 02;2807902032 Madrid sección 02032;Población;2022;619
28079 Madrid;2807902 Madrid distrito 02;2807902032 Madrid sección 02032;Porcentaje de población española;2022;92,9
28079 Madrid;2807902 Madrid distrito 02;2807902033 Madrid sección 02033;Edad media de la población;2022;44,7
28079 Madrid;2807902 Madrid distrito 02;2807902033 Madrid sección 02033;Porcentaje de población menor de 18 años;2022;13,7
28079 Madrid;2807902 Madrid distrito 02;2807902033 Madrid sección 02033;Porcentaje de población de 65 y más años;2022;24,1
28079 Madrid;2807902 Madrid distrito 02;2807902033 Madrid sección 02033;Población;2022;1.252
28079 Madrid;2807902 Madrid distrito 02;2807902033 Madrid sección 02033;Porcentaje de población española;2022;90,5
28079 Madrid;2807902 Madrid distrito 02;2807902034 Madrid sección 02034;Edad media de la población;2022;46,7
28079 Madrid;2807902 Madrid distrito 02;2807902034 Madrid sección 02034;Porcentaje de población menor de 18 años;2022;12,8
28079 Madrid;2807902 Madrid distrito 02;2807902034 Madrid sección 02034;Porcentaje de población de 65 y más años;2022;24,5
28079 Madrid;2807902 Madrid distrito 02;2807902034 Madrid sección 02034;Población;2022;882
28079 Madrid;2807902 Madrid distrito 02;2807902034 Madrid sección 02034;Porcentaje de población española;2022;92,1
28079 Madrid;2807902 Madrid distrito 02;2807902035 Madrid sección 02035;Edad media de la población;2022;46,1
28079 Madrid;2807902 Madrid distrito 02;2807902035 Madrid sección 02035;Porcentaje de población menor de 18 años;2022;12,6
28079 Madrid;2807902 Madrid distrito 02;2807902035 Madrid sección 02035;Porcentaje de población de 65 y más años;2022;24,5
28079 Madrid;2807902 Madrid distrito 02;2807902035 Madrid sección 02035;Población;2022;977
28079 Madrid;2807902 Madrid distrito 02;2807902035 Madrid sección 02035;Porcentaje de población española;2022;86,9
28079 Madrid;2807902 Madrid distrito 02;2807902036 Madrid sección 02036;Edad media de la población;2022;48,2
28079 Madrid;2807902 Madrid distrito 02;2807902036 Madrid sección 02036;Porcentaje de población menor de 18 años;2022;11,4
28079 Madrid;2807902 Madrid distrito 02;2807902036 Madrid sección 02036;Porcentaje de población de 65 y más años;2022;27,2
28079 Madrid;2807902 Madrid distrito 02;2807902036 Madrid sección 02036;Población;2022;936
28079 Madrid;2807902 Madrid distrito 02;2807902036 Madrid sección 02036;Porcentaje de población española;2022;92,6
28079 Madrid;2807902 Madrid distrito 02;2807902037 Madrid sección 02037;Edad media de la población;2022;48,5
28079 Madrid;2807902 Madrid distrito 02;2807902037 Madrid sección 02037;Porcentaje de población menor de 18 años;2022;11,1
28079 Madrid;2807902 Madrid distrito 02;2807902037 Madrid sección 02037;Porcentaje de población de 65 y más años;2022;26,8
28079 Madrid;2807902 Madrid distrito 02;2807902037 Madrid sección 02037;Población;2022;1.240
28079 Madrid;2807902 Madrid distrito 02;2807902037 Madrid sección 02037;Porcentaje de población española;2022;93
28079 Madrid;2807902 Madrid distrito 02;2807902038 Madrid sección 02038;Edad media de la población;2022;50,8
28079 Madrid;2807902 Madrid distrito 02;2807902038 Madrid sección 02038;Porcentaje de población menor de 18 años;2022;8,9
28079 Madrid;2807902 Madrid distrito 02;2807902038 Madrid sección 02038;Porcentaje de población de 65 y más años;2022;30,3
28079 Madrid;2807902 Madrid distrito 02;2807902038 Madrid sección 02038;Población;2022;993
28079 Madrid;2807902 Madrid distrito 02;2807902038 Madrid sección 02038;Porcentaje de población española;2022;92,4
28079 Madrid;2807902 Madrid distrito 02;2807902039 Madrid sección 02039;Edad media de la población;2022;44,9
28079 Madrid;2807902 Madrid distrito 02;2807902039 Madrid sección 02039;Porcentaje de población menor de 18 años;2022;15,4
28079 Madrid;2807902 Madrid distrito 02;2807902039 Madrid sección 02039;Porcentaje de población de 65 y más años;2022;23,5
28079 Madrid;2807902 Madrid distrito 02;2807902039 Madrid sección 02039;Población;2022;729
28079 Madrid;2807902 Madrid distrito 02;2807902039 Madrid sección 02039;Porcentaje de población española;2022;91,1
28079 Madrid;2807902 Madrid distrito 02;2807902040 Madrid sección 02040;Edad media de la población;2022;47,8
28079 Madrid;2807902 Madrid distrito 02;2807902040 Madrid sección 02040;Porcentaje de población menor de 18 años;2022;9,4
28079 Madrid;2807902 Madrid distrito 02;2807902040 Madrid sección 02040;Porcentaje de población de 65 y más años;2022;27,1
28079 Madrid;2807902 Madrid distrito 02;2807902040 Madrid sección 02040;Población;2022;1.673
28079 Madrid;2807902 Madrid distrito 02;2807902040 Madrid sección 02040;Porcentaje de población española;2022;90,3
28079 Madrid;2807902 Madrid distrito 02;2807902041 Madrid sección 02041;Edad media de la población;2022;44,6
28079 Madrid;2807902 Madrid distrito 02;2807902041 Madrid sección 02041;Porcentaje de población menor de 18 años;2022;10,4
28079 Madrid;2807902 Madrid distrito 02;2807902041 Madrid sección 02041;Porcentaje de población de 65 y más años;2022;17,7
28079 Madrid;2807902 Madrid distrito 02;2807902041 Madrid sección 02041;Población;2022;1.952
28079 Madrid;2807902 Madrid distrito 02;2807902041 Madrid sección 02041;Porcentaje de población española;2022;82,6
28079 Madrid;2807902 Madrid distrito 02;2807902042 Madrid sección 02042;Edad media de la población;2022;47,1
28079 Madrid;2807902 Madrid distrito 02;2807902042 Madrid sección 02042;Porcentaje de población menor de 18 años;2022;11,5
28079 Madrid;2807902 Madrid distrito 02;2807902042 Madrid sección 02042;Porcentaje de población de 65 y más años;2022;26,4
28079 Madrid;2807902 Madrid distrito 02;2807902042 Madrid sección 02042;Población;2022;1.756
28079 Madrid;2807902 Madrid distrito 02;2807902042 Madrid sección 02042;Porcentaje de población española;2022;87,5
28079 Madrid;2807902 Madrid distrito 02;2807902043 Madrid sección 02043;Edad media de la población;2022;47,4
28079 Madrid;2807902 Madrid distrito 02;2807902043 Madrid sección 02043;Porcentaje de población menor de 18 años;2022;9,9
28079 Madrid;2807902 Madrid distrito 02;2807902043 Madrid sección 02043;Porcentaje de población de 65 y más años;2022;26
28079 Madrid;2807902 Madrid distrito 02;2807902043 Madrid sección 02043;Población;2022;986
28079 Madrid;2807902 Madrid distrito 02;2807902043 Madrid sección 02043;Porcentaje de población española;2022;85,5
28079 Madrid;2807902 Madrid distrito 02;2807902044 Madrid sección 02044;Edad media de la población;2022;44,6
28079 Madrid;2807902 Madrid distrito 02;2807902044 Madrid sección 02044;Porcentaje de población menor de 18 años;2022;12,7
28079 Madrid;2807902 Madrid distrito 02;2807902044 Madrid sección 02044;Porcentaje de población de 65 y más años;2022;20
28079 Madrid;2807902 Madrid distrito 02;2807902044 Madrid sección 02044;Población;2022;1.706
28079 Madrid;2807902 Madrid distrito 02;2807902044 Madrid sección 02044;Porcentaje de población española;2022;83,2
28079 Madrid;2807902 Madrid distrito 02;2807902045 Madrid sección 02045;Edad media de la población;2022;43,3
28079 Madrid;2807902 Madrid distrito 02;2807902045 Madrid sección 02045;Porcentaje de población menor de 18 años;2022;11,4
28079 Madrid;2807902 Madrid distrito 02;2807902045 Madrid sección 02045;Porcentaje de población de 65 y más años;2022;19,1
28079 Madrid;2807902 Madrid distrito 02;2807902045 Madrid sección 02045;Población;2022;1.085
28079 Madrid;2807902 Madrid distrito 02;2807902045 Madrid sección 02045;Porcentaje de población española;2022;77,1
28079 Madrid;2807902 Madrid distrito 02;2807902046 Madrid sección 02046;Edad media de la población;2022;43,2
28079 Madrid;2807902 Madrid distrito 02;2807902046 Madrid sección 02046;Porcentaje de población menor de 18 años;2022;11,2
28079 Madrid;2807902 Madrid distrito 02;2807902046 Madrid sección 02046;Porcentaje de población de 65 y más años;2022;16,2
28079 Madrid;2807902 Madrid distrito 02;2807902046 Madrid sección 02046;Población;2022;1.276
28079 Madrid;2807902 Madrid distrito 02;2807902046 Madrid sección 02046;Porcentaje de población española;2022;77,9
28079 Madrid;2807902 Madrid distrito 02;2807902047 Madrid sección 02047;Edad media de la población;2022;43,2
28079 Madrid;2807902 Madrid distrito 02;2807902047 Madrid sección 02047;Porcentaje de población menor de 18 años;2022;11
28079 Madrid;2807902 Madrid distrito 02;2807902047 Madrid sección 02047;Porcentaje de población de 65 y más años;2022;16,6
28079 Madrid;2807902 Madrid distrito 02;2807902047 Madrid sección 02047;Población;2022;1.525
28079 Madrid;2807902 Madrid distrito 02;2807902047 Madrid sección 02047;Porcentaje de población española;2022;75,1
28079 Madrid;2807902 Madrid distrito 02;2807902048 Madrid sección 02048;Edad media de la población;2022;43,6
28079 Madrid;2807902 Madrid distrito 02;2807902048 Madrid sección 02048;Porcentaje de población menor de 18 años;2022;12,4
28079 Madrid;2807902 Madrid distrito 02;2807902048 Madrid sección 02048;Porcentaje de población de 65 y más años;2022;18,4
28079 Madrid;2807902 Madrid distrito 02;2807902048 Madrid sección 02048;Población;2022;1.207
28079 Madrid;2807902 Madrid distrito 02;2807902048 Madrid sección 02048;Porcentaje de población española;2022;79,7
28079 Madrid;2807902 Madrid distrito 02;2807902049 Madrid sección 02049;Edad media de la población;2022;43,4
28079 Madrid;2807902 Madrid distrito 02;2807902049 Madrid sección 02049;Porcentaje de población menor de 18 años;2022;15,8
28079 Madrid;2807902 Madrid distrito 02;2807902049 Madrid sección 02049;Porcentaje de población de 65 y más años;2022;18,1
28079 Madrid;2807902 Madrid distrito 02;2807902049 Madrid sección 02049;Población;2022;1.676
28079 Madrid;2807902 Madrid distrito 02;2807902049 Madrid sección 02049;Porcentaje de población española;2022;95,5
28079 Madrid;2807902 Madrid distrito 02;2807902050 Madrid sección 02050;Edad media de la población;2022;43,6
28079 Madrid;2807902 Madrid distrito 02;2807902050 Madrid sección 02050;Porcentaje de población menor de 18 años;2022;13,1
28079 Madrid;2807902 Madrid distrito 02;2807902050 Madrid sección 02050;Porcentaje de población de 65 y más años;2022;20,2
28079 Madrid;2807902 Madrid distrito 02;2807902050 Madrid sección 02050;Población;2022;1.547
28079 Madrid;2807902 Madrid distrito 02;2807902050 Madrid sección 02050;Porcentaje de población española;2022;76,3
28079 Madrid;2807902 Madrid distrito 02;2807902051 Madrid sección 02051;Edad media de la población;2022;44,6
28079 Madrid;2807902 Madrid distrito 02;2807902051 Madrid sección 02051;Porcentaje de población menor de 18 años;2022;15,1
28079 Madrid;2807902 Madrid distrito 02;2807902051 Madrid sección 02051;Porcentaje de población de 65 y más años;2022;21,9
28079 Madrid;2807902 Madrid distrito 02;2807902051 Madrid sección 02051;Población;2022;1.911
28079 Madrid;2807902 Madrid distrito 02;2807902051 Madrid sección 02051;Porcentaje de población española;2022;91,5
28079 Madrid;2807902 Madrid distrito 02;2807902052 Madrid sección 02052;Edad media de la población;2022;40,5
28079 Madrid;2807902 Madrid distrito 02;2807902052 Madrid sección 02052;Porcentaje de población menor de 18 años;2022;17,4
28079 Madrid;2807902 Madrid distrito 02;2807902052 Madrid sección 02052;Porcentaje de población de 65 y más años;2022;10,7
28079 Madrid;2807902 Madrid distrito 02;2807902052 Madrid sección 02052;Población;2022;1.664
28079 Madrid;2807902 Madrid distrito 02;2807902052 Madrid sección 02052;Porcentaje de población española;2022;95,2
28079 Madrid;2807902 Madrid distrito 02;2807902053 Madrid sección 02053;Edad media de la población;2022;48
28079 Madrid;2807902 Madrid distrito 02;2807902053 Madrid sección 02053;Porcentaje de población menor de 18 años;2022;10,5
28079 Madrid;2807902 Madrid distrito 02;2807902053 Madrid sección 02053;Porcentaje de población de 65 y más años;2022;28,6
28079 Madrid;2807902 Madrid distrito 02;2807902053 Madrid sección 02053;Población;2022;1.637
28079 Madrid;2807902 Madrid distrito 02;2807902053 Madrid sección 02053;Porcentaje de población española;2022;91,6
28079 Madrid;2807902 Madrid distrito 02;2807902054 Madrid sección 02054;Edad media de la población;2022;44,7
28079 Madrid;2807902 Madrid distrito 02;2807902054 Madrid sección 02054;Porcentaje de población menor de 18 años;2022;12,4
28079 Madrid;2807902 Madrid distrito 02;2807902054 Madrid sección 02054;Porcentaje de población de 65 y más años;2022;20,5
28079 Madrid;2807902 Madrid distrito 02;2807902054 Madrid sección 02054;Población;2022;1.144
28079 Madrid;2807902 Madrid distrito 02;2807902054 Madrid sección 02054;Porcentaje de población española;2022;83,3
28079 Madrid;2807902 Madrid distrito 02;2807902055 Madrid sección 02055;Edad media de la población;2022;47,1
28079 Madrid;2807902 Madrid distrito 02;2807902055 Madrid sección 02055;Porcentaje de población menor de 18 años;2022;11,3
28079 Madrid;2807902 Madrid distrito 02;2807902055 Madrid sección 02055;Porcentaje de población de 65 y más años;2022;26,2
28079 Madrid;2807902 Madrid distrito 02;2807902055 Madrid sección 02055;Población;2022;1.203
28079 Madrid;2807902 Madrid distrito 02;2807902055 Madrid sección 02055;Porcentaje de población española;2022;87,1
28079 Madrid;2807902 Madrid distrito 02;2807902056 Madrid sección 02056;Edad media de la población;2022;46,2
28079 Madrid;2807902 Madrid distrito 02;2807902056 Madrid sección 02056;Porcentaje de población menor de 18 años;2022;9,7
28079 Madrid;2807902 Madrid distrito 02;2807902056 Madrid sección 02056;Porcentaje de población de 65 y más años;2022;23,3
28079 Madrid;2807902 Madrid distrito 02;2807902056 Madrid sección 02056;Población;2022;1.080
28079 Madrid;2807902 Madrid distrito 02;2807902056 Madrid sección 02056;Porcentaje de población española;2022;84,6
28079 Madrid;2807902 Madrid distrito 02;2807902057 Madrid sección 02057;Edad media de la población;2022;45
28079 Madrid;2807902 Madrid distrito 02;2807902057 Madrid sección 02057;Porcentaje de población menor de 18 años;2022;11,5
28079 Madrid;2807902 Madrid distrito 02;2807902057 Madrid sección 02057;Porcentaje de población de 65 y más años;2022;21
28079 Madrid;2807902 Madrid distrito 02;2807902057 Madrid sección 02057;Población;2022;1.490
28079 Madrid;2807902 Madrid distrito 02;2807902057 Madrid sección 02057;Porcentaje de población española;2022;79,3
28079 Madrid;2807902 Madrid distrito 02;2807902058 Madrid sección 02058;Edad media de la población;2022;45,1
28079 Madrid;2807902 Madrid distrito 02;2807902058 Madrid sección 02058;Porcentaje de población menor de 18 años;2022;10,6
28079 Madrid;2807902 Madrid distrito 02;2807902058 Madrid sección 02058;Porcentaje de población de 65 y más años;2022;21,7
28079 Madrid;2807902 Madrid distrito 02;2807902058 Madrid sección 02058;Población;2022;1.582
28079 Madrid;2807902 Madrid distrito 02;2807902058 Madrid sección 02058;Porcentaje de población española;2022;80,2
28079 Madrid;2807902 Madrid distrito 02;2807902059 Madrid sección 02059;Edad media de la población;2022;47,5
28079 Madrid;2807902 Madrid distrito 02;2807902059 Madrid sección 02059;Porcentaje de población menor de 18 años;2022;10,3
28079 Madrid;2807902 Madrid distrito 02;2807902059 Madrid sección 02059;Porcentaje de población de 65 y más años;2022;26,7
28079 Madrid;2807902 Madrid distrito 02;2807902059 Madrid sección 02059;Población;2022;712
28079 Madrid;2807902 Madrid distrito 02;2807902059 Madrid sección 02059;Porcentaje de población española;2022;85,3
28079 Madrid;2807902 Madrid distrito 02;2807902060 Madrid sección 02060;Edad media de la población;2022;46,8
28079 Madrid;2807902 Madrid distrito 02;2807902060 Madrid sección 02060;Porcentaje de población menor de 18 años;2022;11,1
28079 Madrid;2807902 Madrid distrito 02;2807902060 Madrid sección 02060;Porcentaje de población de 65 y más años;2022;26,5
28079 Madrid;2807902 Madrid distrito 02;2807902060 Madrid sección 02060;Población;2022;1.293
28079 Madrid;2807902 Madrid distrito 02;2807902060 Madrid sección 02060;Porcentaje de población española;2022;86
28079 Madrid;2807902 Madrid distrito 02;2807902061 Madrid sección 02061;Edad media de la población;2022;43,6
28079 Madrid;2807902 Madrid distrito 02;2807902061 Madrid sección 02061;Porcentaje de población menor de 18 años;2022;10,2
28079 Madrid;2807902 Madrid distrito 02;2807902061 Madrid sección 02061;Porcentaje de población de 65 y más años;2022;15,1
28079 Madrid;2807902 Madrid distrito 02;2807902061 Madrid sección 02061;Población;2022;854
28079 Madrid;2807902 Madrid distrito 02;2807902061 Madrid sección 02061;Porcentaje de población española;2022;82,6
28079 Madrid;2807902 Madrid distrito 02;2807902062 Madrid sección 02062;Edad media de la población;2022;43,5
28079 Madrid;2807902 Madrid distrito 02;2807902062 Madrid sección 02062;Porcentaje de población menor de 18 años;2022;10,9
28079 Madrid;2807902 Madrid distrito 02;2807902062 Madrid sección 02062;Porcentaje de población de 65 y más años;2022;19,2
28079 Madrid;2807902 Madrid distrito 02;2807902062 Madrid sección 02062;Población;2022;1.039
28079 Madrid;2807902 Madrid distrito 02;2807902062 Madrid sección 02062;Porcentaje de población española;2022;79,6
28079 Madrid;2807902 Madrid distrito 02;2807902063 Madrid sección 02063;Edad media de la población;2022;45,1
28079 Madrid;2807902 Madrid distrito 02;2807902063 Madrid sección 02063;Porcentaje de población menor de 18 años;2022;10,3
28079 Madrid;2807902 Madrid distrito 02;2807902063 Madrid sección 02063;Porcentaje de población de 65 y más años;2022;19,7
28079 Madrid;2807902 Madrid distrito 02;2807902063 Madrid sección 02063;Población;2022;1.668
28079 Madrid;2807902 Madrid distrito 02;2807902063 Madrid sección 02063;Porcentaje de población española;2022;83,3
28079 Madrid;2807902 Madrid distrito 02;2807902064 Madrid sección 02064;Edad media de la población;2022;46,8
28079 Madrid;2807902 Madrid distrito 02;2807902064 Madrid sección 02064;Porcentaje de población menor de 18 años;2022;9,9
28079 Madrid;2807902 Madrid distrito 02;2807902064 Madrid sección 02064;Porcentaje de población de 65 y más años;2022;25,2
28079 Madrid;2807902 Madrid distrito 02;2807902064 Madrid sección 02064;Población;2022;1.674
28079 Madrid;2807902 Madrid distrito 02;2807902064 Madrid sección 02064;Porcentaje de población española;2022;88,2
28079 Madrid;2807902 Madrid distrito 02;2807902065 Madrid sección 02065;Edad media de la población;2022;46,1
28079 Madrid;2807902 Madrid distrito 02;2807902065 Madrid sección 02065;Porcentaje de población menor de 18 años;2022;9,1
28079 Madrid;2807902 Madrid distrito 02;2807902065 Madrid sección 02065;Porcentaje de población de 65 y más años;2022;20,9
28079 Madrid;2807902 Madrid distrito 02;2807902065 Madrid sección 02065;Población;2022;1.409
28079 Madrid;2807902 Madrid distrito 02;2807902065 Madrid sección 02065;Porcentaje de población española;2022;83,7
28079 Madrid;2807902 Madrid distrito 02;2807902066 Madrid sección 02066;Edad media de la población;2022;44,4
28079 Madrid;2807902 Madrid distrito 02;2807902066 Madrid sección 02066;Porcentaje de población menor de 18 años;2022;12,9
28079 Madrid;2807902 Madrid distrito 02;2807902066 Madrid sección 02066;Porcentaje de población de 65 y más años;2022;18,8
28079 Madrid;2807902 Madrid distrito 02;2807902066 Madrid sección 02066;Población;2022;2.446
28079 Madrid;2807902 Madrid distrito 02;2807902066 Madrid sección 02066;Porcentaje de población española;2022;86,8
28079 Madrid;2807902 Madrid distrito 02;2807902067 Madrid sección 02067;Edad media de la población;2022;41,7
28079 Madrid;2807902 Madrid distrito 02;2807902067 Madrid sección 02067;Porcentaje de población menor de 18 años;2022;12,3
28079 Madrid;2807902 Madrid distrito 02;2807902067 Madrid sección 02067;Porcentaje de población de 65 y más años;2022;13
28079 Madrid;2807902 Madrid distrito 02;2807902067 Madrid sección 02067;Población;2022;1.367
28079 Madrid;2807902 Madrid distrito 02;2807902067 Madrid sección 02067;Porcentaje de población española;2022;81,2
28079 Madrid;2807902 Madrid distrito 02;2807902068 Madrid sección 02068;Edad media de la población;2022;44,9
28079 Madrid;2807902 Madrid distrito 02;2807902068 Madrid sección 02068;Porcentaje de población menor de 18 años;2022;8,1
28079 Madrid;2807902 Madrid distrito 02;2807902068 Madrid sección 02068;Porcentaje de población de 65 y más años;2022;18
28079 Madrid;2807902 Madrid distrito 02;2807902068 Madrid sección 02068;Población;2022;1.092
28079 Madrid;2807902 Madrid distrito 02;2807902068 Madrid sección 02068;Porcentaje de población española;2022;75
28079 Madrid;2807902 Madrid distrito 02;2807902069 Madrid sección 02069;Edad media de la población;2022;46,9
28079 Madrid;2807902 Madrid distrito 02;2807902069 Madrid sección 02069;Porcentaje de población menor de 18 años;2022;11,8
28079 Madrid;2807902 Madrid distrito 02;2807902069 Madrid sección 02069;Porcentaje de población de 65 y más años;2022;23,7
28079 Madrid;2807902 Madrid distrito 02;2807902069 Madrid sección 02069;Población;2022;873
28079 Madrid;2807902 Madrid distrito 02;2807902069 Madrid sección 02069;Porcentaje de población española;2022;86,7
28079 Madrid;2807902 Madrid distrito 02;2807902070 Madrid sección 02070;Edad media de la población;2022;47,3
28079 Madrid;2807902 Madrid distrito 02;2807902070 Madrid sección 02070;Porcentaje de población menor de 18 años;2022;10,5
28079 Madrid;2807902 Madrid distrito 02;2807902070 Madrid sección 02070;Porcentaje de población de 65 y más años;2022;25,9
28079 Madrid;2807902 Madrid distrito 02;2807902070 Madrid sección 02070;Población;2022;1.287
28079 Madrid;2807902 Madrid distrito 02;2807902070 Madrid sección 02070;Porcentaje de población española;2022;89,5
28079 Madrid;2807902 Madrid distrito 02;2807902071 Madrid sección 02071;Edad media de la población;2022;46,8
28079 Madrid;2807902 Madrid distrito 02;2807902071 Madrid sección 02071;Porcentaje de población menor de 18 años;2022;10,7
28079 Madrid;2807902 Madrid distrito 02;2807902071 Madrid sección 02071;Porcentaje de población de 65 y más años;2022;24,2
28079 Madrid;2807902 Madrid distrito 02;2807902071 Madrid sección 02071;Población;2022;1.382
28079 Madrid;2807902 Madrid distrito 02;2807902071 Madrid sección 02071;Porcentaje de población española;2022;89,3
28079 Madrid;2807902 Madrid distrito 02;2807902072 Madrid sección 02072;Edad media de la población;2022;45,2
